# z         Log L_0.5-2keV
      1.25200      43.4731
    0.0800000      40.1505
     0.492000      41.6657
     0.166000      41.1835
      1.32500      43.0987
      1.58400      43.7616
     0.827000      41.9044
      1.11200      42.4030
     0.765000      43.6330
     0.768000      42.7433
     0.568000      42.2133
     0.881000      43.4169
     0.103000      41.0499
      1.14300      42.9405
      1.59800      43.7718
     0.745000      42.4118
     0.760000      42.3868
      1.14000      42.1699
     0.505000      42.4575
      1.16500      43.3923
      1.52900      43.2736
      2.34400      43.3144
      1.60800      44.0637
     0.190000      41.7162
      1.44100      42.4915
      4.12000      43.6254
     0.610000      41.3964
      1.99600      43.3515
      1.56000      42.5423
     0.950000      42.5288
     0.623000      42.8655
      1.43400      44.3513
      2.34200      43.3266
      1.68600      43.6185
      2.62000      44.0071
      1.47000      43.7121
      1.61600      43.6814
      2.77900      43.4507
      1.38100      43.0672
      1.77600      43.3393
     0.680000      43.3345
      1.45900      43.9236
     0.807000      42.2561
      1.13000      43.3996
     0.826000      42.8708
      2.54900      43.6766
      2.27000      43.5712
     0.612000      42.6192
     0.717000      42.5098
      1.64100      43.7826
      2.90200      43.7461
     0.665000      42.4405
     0.920000      43.1554
      2.11400      44.8002
     0.703000      42.8326
     0.667000      42.1061
      2.16000      43.0388
     0.737000      43.3319
      1.29000      43.1114
      1.26000      43.8250
      2.42900      43.9417
      2.93000      43.6817
     0.980000      43.4820
      1.14200      43.7562
     0.667000      41.8275
      1.44700      43.5554
     0.520000      41.9802
      1.35000      42.7729
      1.57300      43.3976
      2.58500      43.7866
      2.12200      44.1459
      1.68500      42.4071
     0.845000      42.8356
     0.431000      41.6977
      1.88500      44.1418
     0.481000      41.9649
     0.960000      43.1591
      1.73900      43.6405
      3.14300      44.5268
      1.56900      42.9982
      1.28900      44.0247
      1.09100      43.0128
     0.794000      43.3834
      2.22400      43.0892
      1.44600      42.7718
      2.63000      43.6072
      1.21300      42.8866
      1.28800      43.0489
     0.864000      42.7253
      2.00000      43.4404
    0.0830000      40.0246
     0.431000      41.8536
      1.41900      42.6136
      1.26400      42.6652
      3.03800      44.3068
     0.821000      43.7429
      1.22300      43.0683
      2.34100      43.2851
     0.979000      43.0024
     0.196000      42.6162
      1.76000      42.4822
      1.40300      43.0392
     0.212000      40.8701
      2.03400      43.0092
     0.878000      43.5092
      1.85700      43.7132
      1.99000      43.0380
     0.850000      43.4673
      1.72400      43.5465
      2.55000      44.4004
     0.669000      43.1876
     0.772000      42.7115
     0.982000      42.5193
      2.63000      43.8303
      1.82700      43.3473
      2.22500      43.7250
      3.30200      44.0146
      2.70000      43.7555
     0.857000      42.9497
      1.31300      43.3038
      2.01800      43.9087
      2.22200      44.4891
      1.73000      43.6180
      2.24900      44.0921
      3.42300      44.5104
     0.343000      41.3864
     0.105000      40.0828
      1.07800      43.5715
      1.55300      43.7465
     0.351000      41.7804
      2.89800      43.6931
      1.33700      42.5864
     0.798000      43.2767
      1.42400      42.4508
      1.04400      42.6298
      1.58100      42.8106
     0.746000      42.0758
      1.45100      43.8000
     0.332000      41.6529
     0.192000      40.9280
     0.761000      42.7133
      1.11900      43.4613
      1.83900      43.8191
      2.83600      44.0439
     0.828000      43.1947
      1.32500      43.1646
      2.42900      44.1478
     0.688000      43.2956
      1.51100      43.8570
      3.84500      43.6525
      2.55300      43.2652
      1.25700      43.1296
     0.576000      41.8949
      1.97900      43.7908
     0.626000      41.7338
      1.73900      42.9206
      1.66900      42.6794
      3.03000      43.5635
     0.103000      40.4664
      1.06500      44.1389
     0.298000      41.3182
      1.40600      44.1624
     0.349000      43.2530
      1.30800      44.7325
     0.704000      41.9403
     0.345000      41.4943
     0.344000      42.0650
      1.98300      43.2442
     0.835000      42.8839
     0.372000      41.3306
     0.884000      42.5708
     0.525000      41.7438
     0.362000      41.2450
      1.86300      42.7195
      4.42600      43.4565
      1.41400      43.2284
      2.83200      43.9074
      1.32800      42.6372
     0.331000      41.3231
      1.53200      43.3669
      2.04100      43.5533
      2.80000      43.2281
     0.972000      42.5196
      1.94600      43.1749
      4.98900      44.3633
      1.83200      44.3768
      2.07900      44.0223
      1.23500      43.2887
      2.09100      42.7905
      2.03000      43.2334
      1.91100      43.9558
      1.98700      43.6560
      1.56000      42.9929
     0.346000      42.6202
    0.0790000      40.0676
      2.02100      43.1110
      3.17100      43.8557
      3.53500      44.0459
      2.14700      43.2505
      1.56100      44.4362
      1.02500      42.7476
     0.910000      42.7407
      1.32400      43.1479
     0.248000      41.3148
     0.737000      41.8406
      1.87300      43.0230
      1.77600      42.9915
     0.913000      42.1582
      1.85400      44.1993
      2.10900      43.2910
     0.385000      41.8144
      2.35300      43.8679
    0.0620000      39.8999
      1.64000      42.5113
     0.930000      43.1845
      2.05100      43.1197
      1.84500      43.9070
     0.355000      42.8596
      2.76500      43.4940
      1.04300      42.3344
      2.42000      43.4727
     0.706000      42.1965
      2.54700      43.2968
      2.00500      43.3789
      2.39300      43.7141
      1.37600      43.9062
      1.42100      43.4051
     0.676000      42.5507
      1.00800      42.3710
      1.02900      42.2919
     0.825000      42.9174
      4.13000      44.1091
     0.125000      40.5884
      1.09600      43.0020
     0.536000      42.3218
      3.22500      43.7688
      1.55100      42.9959
      1.84300      43.7198
      2.36400      43.8758
     0.607000      42.5304
     0.951000      42.9645
     0.838000      43.1890
      1.17600      42.6452
      1.63900      42.8787
      1.50300      43.1834
      1.45200      42.7661
      1.00100      42.5863
      1.48000      44.0605
     0.970000      43.3947
     0.905000      43.5113
     0.985000      43.5048
     0.846000      43.0563
      1.37900      43.6429
     0.979000      42.2433
      2.02900      44.1452
      1.22600      43.6323
      2.94600      43.9949
      3.14800      43.5635
     0.675000      42.8733
      1.16600      43.1237
      1.17100      42.7684
      1.55100      42.8850
      2.12900      43.7593
      1.49800      43.1416
      1.40200      44.5177
      1.31700      43.3656
     0.734000      43.0100
      1.88900      43.8626
      2.40900      43.2917
     0.340000      42.7785
      1.89000      44.0179
     0.393000      42.3277
      1.00000      42.4045
     0.922000      42.7241
      1.27600      42.7431
      1.74100      44.0442
      2.13300      43.1703
     0.928000      42.8139
      1.26800      42.8608
      1.40600      44.0500
      3.10800      44.0705
      2.32200      43.6442
      1.28000      42.7946
      1.98900      43.3267
      1.16700      42.5989
     0.123000      41.4086
      2.46400      44.4884
      1.43300      43.9877
      1.06400      43.0431
      1.13000      43.0707
     0.772000      42.9588
      1.12700      43.2355
     0.216000      42.0176
      1.68900      43.8566
      1.17500      43.0820
      1.26400      43.7377
      2.52200      43.9469
      1.47700      43.5751
      1.85200      43.7939
     0.876000      42.3495
      1.69700      43.2835
     0.623000      42.2930
     0.700000      42.4940
      5.49600      44.1359
     0.476000      42.3543
      2.10400      43.3225
      1.12300      43.2439
      1.18500      44.2073
      3.37500      44.0312
      2.04400      44.2312
     0.840000      42.3997
      1.72400      43.1521
     0.943000      42.8432
      2.39000      43.3412
      2.74800      43.5789
     0.367000      42.3161
      1.70200      43.5558
     0.632000      42.0979
      1.43200      43.7362
      1.55000      42.9143
     0.731000      43.1004
      2.66500      43.9639
     0.558000      43.5071
      1.79500      43.8420
      2.51200      43.3320
     0.737000      43.4807
      1.45400      43.8908
      2.75000      43.8507
      1.36200      43.6148
      1.89400      42.8884
      1.34300      42.6646
      2.64600      43.4323
      1.22100      42.8330
      3.60900      44.1955
      1.11000      44.0100
      1.84200      43.9257
      1.61300      43.9243
      1.24600      43.2664
     0.297000      41.7466
      2.37700      44.4073
      1.89600      43.3293
      1.92100      43.7105
     0.877000      43.8926
      2.75500      44.3233
      1.45300      43.1500
      2.27900      43.5699
      1.56500      43.8969
      1.54400      44.3586
      2.36200      44.7373
     0.957000      43.7666
      2.87400      44.1948
     0.849000      43.9630
      1.08900      43.5080
      1.80100      42.9042
     0.482000      41.9079
     0.859000      42.9298
     0.565000      41.9841
    0.0660000      41.4973
      1.63600      43.9599
      2.79000      43.7277
      2.44600      43.3843
      3.26100      43.9512
     0.816000      42.6535
      1.50700      44.7683
      1.43300      42.7886
     0.951000      42.2378
      1.55800      43.3208
      1.21700      43.2134
     0.358000      42.1652
     0.672000      41.9035
      1.45000      43.0543
      1.76400      42.9693
      2.40200      44.0069
     0.318000      41.5658
      1.73000      42.8369
      1.75500      43.3942
     0.650000      42.3971
      2.58100      43.3166
      1.11500      43.5995
      2.21200      43.9282
     0.785000      42.7022
      1.22900      42.4321
      1.23600      42.4328
     0.831000      41.8002
      1.71300      43.0608
      1.32700      43.9939
     0.630000      41.8403
      1.47400      43.2167
      1.35300      42.7096
